questions,answers
please keep the change,thank you very much sir
what do you mean,it s not worth it
finally,please drive slowly
ah umm kind of,that was quick
thank you for your help,my pleasure
ok wait a moment please,make sure they are fresh
make sure they are fresh,trust me
i like this fragrance,how much is it
how much is it,yuan
yuan,i will take it
how much is it,yuan
no problem,how long will it take
how long will it take,about a week
no problem,how much for the shirts
how much for the shirts,dollars
any starch,no starch
all right,want to taste this dish
want to taste this dish,yeah oh it s delicious
yeah oh it s delicious,really
your name please,bill smith
i see is this yours,right
right,it s ready to go
it s ready to go,thanks
cool,grabbing pushing and shoving
yes,ze ze ze women
anything else,no that s all
oh are the connections correct,i think so
i am too careless,can it work now
can it work now,no
it s a new disk,give it to me
give it to me,here you are
you mean this month,oh yes how s it
oh yes how s it,over million
good morning,good morning
ok goodbye,goodbye
ok i will be there,thank you for calling goodbye
thank you for calling goodbye,bye
how much is the rents,yuan a month
it s sunday today,yes i know
okay here is the laundry,oh my god so much
how old is your phone,about five years old
,and your name
and your name,eve
it s july,where is your car now
bmw,what color is it
what color is it,it s red
will that be it,yes that is all
yes this way please,what is the special today
thank you,it s so busy here
i like a refill please,sure
how much is the rent,the ad says plus deposit
the ad says plus deposit,when is the place available
good coming sir,good morning
to the airport please,here we are
thank you sir,you are welcome goodbye
excuse me,yes can i help you
by airmail,sixty cents please
sixty cents please,here you are
it s about an hour,i see thank you
i see thank you,not at all
your name please,michael donsie
well it s,here s keep the change
here s keep the change,thank you
ok,you are very skillful driver
you are very skillful driver,thank you
ok i will be there,thank you for calling goodbye
thank you for calling goodbye,bye
hello,hello
ok bye bye,bye
fried please,anything more sir
i see thanks a lot,you re welcome
here you are,what s good today
yes that s right,is there anything else sir
is there anything else sir,no that s all
how about some beatles,yeah all right
thank you,the rent is a month
the rent is a month,that s right
that would be fine,thank you see you tomorrow
thank you see you tomorrow,see you
yes i think so,you will spoil him
of course,looks like a standard lease
are you sure,yes quite sure
yes quite sure,then have you looked downstairs
where,on the floor
hello,hello debbie this is donald
hello debbie this is donald,oh hi donald
thanks a lot,you are welcome
hold on please,thank you
thank you,sorry but she s out
speaking who s calling please,hi mary this is tom
how much is it,it s two yuan
i appreciate it thank you,that s all right
pardon me,would you like a drink
the worker stadium,this is the right bus
here you are,thank you
something s burning,oh my bread
oh my bread,mm i love burnt bread
mm i love burnt bread,curse this oven curse it
curse this oven curse it,but i prefer burnt bread
is there any meat,yes just tinned meat
yes just tinned meat,is it chicken
is it chicken,no it s beef
no it s beef,is it ready to eat
what do you want,a ham salad sandwich
what is your reservation number,our reservation number is j
where is it now,it s under the couch
oh you mean kikois,yeah that s the one
go to gate no please,thank you very much
thank you very much,don t mention it
shave also sir,yes
i want it short,what your short already sir
no thank you,how about oil or spray
how about oil or spray,no nothing will be kind
no nothing will be kind,there how s that
there how s that,that s very good
by ordinary airmail please,anything valuable in it
thank you very much,you re welcome
thank you very much,it s my pleasure
ok i see thank you,you are welcome
let me see it s,is your watch right
peas and carrots,potatoes
potatoes,boiled
boiled,thank you
waiter a menu please,here you are
thanks a lot,no problem thank you
that dress is too expensive,but it s so pretty
yes it s john eng,and the number
and the number,
rachel jason,what is phone number
your name please,manicole tan
manicole tan,hold on please
hold on please,ok thank you
ok goodbye,goodbye
how much are you asking,yuan a month
all right thanks a lot,no problem
taxi,yes sir where to
yes sir where to,the city square please
the city square please,are you in a hurry
do you need a receipt,no thank you
that will be dollars please,thanks a lot here
mr green please,sorry he is out
hello anna speaking,hey anna this is jason
good tonight o clock,it is see you then
it is see you then,bye
no not for this country,how about traveler s insurance
yes,click on that
click on that,oh i see
cool thanks,you are welcome
is that satisfactory,yes thanks
yes thanks,do you want conditioner
hello is this apartment management,can i help you
you re darn right,what should i do now
oh i see,here we are miss
fill it up pls,premium or regular madam
anything you say madam,do you take credit card
ok thank you,you are welcome
what do they look like,white
white,how tall are they
oh that is too bad,what about roses
what is the matter sir,have you been drinking
have you been drinking,no i have not sir
ok i will blow,your bac exceeds legal limit
your bac exceeds legal limit,but i
that is all right,here you are
here you are,can i open it
can i open it,yes certainly madam
yes certainly madam,it smells sweet
really how much is it,dollars madam
do you have enough money,i think so
ruth basil,hi basil
hi basil,hi ruth hop in
all right goodbye dave,thanks then sally goodbye
you have got a deal,great bye
great bye,bye
stirred or shaken,stirred will be fine
stirred will be fine,here you are
here we go,it tastes great
it tastes great,enjoy yourself
enjoy yourself,yeah
hello,hello claire this is mick
will you take long,no five minutes i promise
no thanks,have a good day
great take care,thanks byebye
thanks for your help ralph,no problem ma am
what size,seven and a half
even in the winter,yes even in the winter
no way,what do you mean
excuse me,yeah
yes but well,what
furnished parking included,it s still pretty expensive
how much is it,this one sells for
this one sells for,can i test it out
can i test it out,of course
what part hurts,the shoulder
no way,that s so unfair
perfect thank you bye,wait i need your address
this is a porsche,yes beautiful is not it
it s a beautiful drive,where are the keys
you are welcome,it looks delicious
oh good,how much will it cost
right,driver pennsylvania ave please
what seven hundred,well eight hundred then
well eight hundred then,no one thousand at least
which child is this,that s charles
that s charles,what a large child
what a large child,all my children are large
all my children are large,and which child is this
and which child is this,that s james
that s james,what an agile child
what an agile child,all my children are agile
all my children are agile,now which child is this
oh sorry,jeez tourists
at what address sir,lincoln avenue oklahoma city
lincoln avenue oklahoma city,o k your name please
o k your name please,john smith
where s the wagon,where s what wagon
where s what wagon,the water wagon
the water wagon,what water wagon
which one is cheaper,this one is our cheapest
sorry this is,i am really sorry
i am really sorry,it s ok
hello barneys garage,hello mr higgins please
that is fine,thanks for calling
see you around carl,see you later
no way,but we will be careful
harry come here immediately,what
have you ever tried tempura,no what is it
excuse me,yes
yes,is this your handbag
is this your handbag,pardon
pardon,is this your handbag
it isn t too much,how about if i pay
how about if i pay,i can t take that
how are you today,great thanks
great thanks,can i help you
how s it going,i m fine thank you
actually there is a problem,like what
how are you doing,everything s fine with me
that will be fine,thanks for your help
do you like the apartment,i absolutely love the apartment
i absolutely love the apartment,everything is okay
that s great,how much is the rent
how much is the rent,the rent each month is
what about,that s way too low
how about a month,that would be fine
the rent is every month,that s way too much
that s way too much,what is good for you
i can t afford that,what can you afford
what can you afford,i was thinking a month
i can live with that,we have a deal then
they are soft,would you like some more
would you like some more,no more thank you
ok is that all,yes
yes that is all,that will be rmb please
that will be rmb please,you got it
no i m not,what nationality are you
no i m not,what s your job
thanks you,look here it is
my hat s new too,what color is it
these,yes please
yes please,here you are
here you are,thanks
hello helen,hi steven
hi steven,how are you today
this one,yes please
yes please,here you are
here you are,thank you
can we talk,what about
do you like animals,yes does not everyone
yes does not everyone,what is your favorite animal
it looks good on you,i look like a nerd
hmm is that true,yes it is sir
yes it is sir,well and what about dvds
is this,no it s
no it s,oh i m so sorry
oh i m so sorry,that s ok
tim is,what about the dog
do you like coffee ann,yes i do
yes i do,do you want a cup
do you want a cup,yes please christin
yes please christin,do you want any sugar
do you want any sugar,yes please
yes please,do you want any milk
do you like biscuits,yes i do
yes i do,do you want one
do you want one,yes please
here you are,thanks dan
yes there is,where s the tea
what size,size five
size five,what colour
what colour,black
beef please,this lamb s very good
did he telephone again,no he did not
thirty percent,yes
what are you serious,yes
yes,but nobody uses macintosh
i need a haircut,do you have an appointment
electronics,yes like stereos and televisions
how s that,that s better now what
that s better now what,check your petrol situation
where to,how about karlis
and the bubble wrap,that s another quid
thanks very much,you are welcome
ok let s go then,do you have any money
do you have any money,for what
well that is true,how about your mother
you need change,the machines take change
how may i help you,a double cheeseburger sounds good
a double cheeseburger sounds good,everything on it
everything on it,yes please
can you come over at,that will be fine
i am hungry,so am i
what do they have,they sell everything
they sell everything,well i want chinese food
thank you so much,you are welcome
i am absolutely famished,yeah i am too
what kind do you want,i want some chocolate
i want some chocolate,what kind of chocolate
that is it,just about
fine i will make it,i knew that already
i am starving,did not you just eat
did not you just eat,i am still hungry
i am still hungry,we ate everything from dinner
we ate everything from dinner,i just need a snack
i am hungry,you already ate
i may just do that,go right ahead
i have a sweet tooth,what exactly do you want
what kind do you like,apple pie is my favorite
apple pie is my favorite,i love apple pie too
i love apple pie too,see i helped you out
is that everything,that will be all thanks
how do you want it,what do you mean
i need to eat something,you just ate
thank you,anything for you
with everything on it,that sounds great
get me a medium pepsi,would you like anything else
did you enjoy your meal,yes we really enjoyed it
will that be all,yes that is it
i will cook dinner,i already know start cooking
what should i drink then,you should really drink water
you should really drink water,that sounds good
i am really not sure,i really like caesar salads
i really like caesar salads,caesar salads are pretty good
i want a chicken salad,i enjoy chicken salads
what kind do you want,i have no idea
i have no idea,caesar salads are good
caesar salads are good,i like those too
okay thanks a lot,you are welcome
i would recommend del,so that one better
i greatly appreciate this,do not mention it
which one would you recommend,del is the best choice
del is the best choice,why is del better
fine five more minutes,thank you
what is wrong with it,my bumper is smashed in
my bumper is smashed in,i did not do that
it s smashed in,that is not my fault
i need your information too,here you go
nobody told you what happened,tell me the news
are you kidding,i am completely serious
i am completely serious,did anyone get hurt
were the injuries minor,i believe so
i believe so,that is great to hear
that is great to hear,yes it is
did anyone get hurt,two people were injured
did i really,you did not know
i ran a red light,yes you did
that is everything,thanks for all your help
go and get it repaired,that will cost too much
what packages do you have,we have movie channel packages
we have movie channel packages,what else have you got
we have that package,let me get that package
i want that,do you want anything else
is friday good,we are only available at
i did not know that,you should check the connections
is there a problem,no your daughter is great
no your daughter is great,that is great news
is she really,she is absolutely wonderful
make sure to study first,i study every night
may i ask you something,what is your question
that is everything,well that is a relief
is friday good for you,that is perfect
you did a wonderful job,so i passed
so i passed,yes you passed
yeah sure let s go,buckle up
buckle up,all right now what
how does friday sound,that would be great
yes i do,you did pretty bad
you did pretty bad,exactly how bad
go get it,here you go
use this one,thanks a lot
please hurry,here it is
here you go,thank you very much
do you want the truth,of course i do
go left,how far should i go
you failed,how would i fail it
i have gotten a few,how many is a few
how many is a few,i have gotten about six
how much is the fine,it s like each ticket
how many,only about five or six
only a few,what is a few
did you pay your fines,of course i have
i think they are,that is expensive
where did you park at,at my apartment building
sure here it is,very good
very good,how much for the pass
okay i will take it,thank you for your purchase
thank you for your purchase,you are welcome
where do you live,i live up in altadena
i live up in altadena,the will take you there
thank you,do not mention it
how much are the roses,per dozen
who won,they did
they did,what was the score
what was the score,seventy to sixty seven
but i need it back,i can t do that
cash or charge,i will charge it
i will charge it,sign here please
sign here please,there you go
well how does it look,it s a perfect fit
what do you think,it looks great
here take my credit card,just sign here please
just sign here please,sure here you go
that is a wonderful idea,outlets have more reasonable prices
outlets have more reasonable prices,thank you for your help
thank you for your help,no problem good luck
how about an outlet,great idea
great idea,outlets give good deals
outlets give good deals,thank you so much
thank you so much,you are welcome
outlets have cheap cashmere sweaters,what a splendid idea
thanks for helping me,you are welcome
i understand,you re fine with that
what country produces them,they come from tropical countries
i have a leaky pipe,where exactly is the pipe
but they do,what makes you say that
might i suggest a mac,okay how much
okay how much,well a inch pro is
they are only a dozen,that sounds nice and cheap
yes because i love yours,i purchased mine from ikea
i purchased mine from ikea,is ikea affordable
i am not sure,you do not know
please do,i bought mine from ikea
i have an issue,what s going on
is there any water damage,there is mildew
i need it done today,you re right about that
i m having a problem,what s the problem
what can i do,you need to fix it
you need to fix it,i can t right now
i see a problem,what s the problem
hey how s it going,good how about you
good how about you,not bad thanks for asking
not really i usually drive,you have a car
you have a car,yes i do
i know,did we miss our stop
did we miss our stop,i am not sure
are you serious,yeah we did miss it
that is convenient,absolutely
catch it on altadena drive,i would have never known
i would have never known,now you know
now you know,i appreciate you telling me
i appreciate you telling me,no problem
are you positive,i always catch this bus
that is cool,yeah i know
i do not think so,i thought you knew
that is perfect,i know it is
that kenmore looks nice,that is a wonderful choice
that is a wonderful choice,what makes is so great
go right ahead,i like what i see
thanks for letting me know,no problem just go ask
dude where are we at,i have no idea
how much is a transfer,it does not cost anything
where are we,i do not know
here you go,thank you very much
that will be fine,we appreciate your business
tell me where you live,i live in altadena
i live in altadena,you can catch the
the,the really goes downtown
the really goes downtown,yes it does
thank you very much,you are very welcome
is that it,that is it
wow thanks a lot,do not mention it
thanks for your help,do not mention it
i believe so,is the bus ride long
oh okay thank you,no problem
thank you for telling me,it was my pleasure
i already knew that,thanks for letting me know
thanks for letting me know,you are welcome
i usually just drive,you have your own vehicle
how are you doing,i am pretty good you
i am pretty good you,i am awesome
there are student passes,for how much
it s absolutely free,the monthly sticker costs you
the monthly sticker costs you,how much is that
i did not know that,i know you did not
i know you did not,i appreciate you telling me
i appreciate you telling me,no problem
i am not getting one,why is that
that sounds nice,you should go get yours
you should go get yours,yeah i think i will
a sprite sounds good,what else would you like
anything else,that is all
no thank you,would you like a drink
would you like a drink,let me have a soda
will that be all,that is everything
what would you like today,let me get a hamburger
what kind do you want,i would like a sprite
i would like a sprite,would you like anything else
is that all,that will be all
that sounds good,what else would you like
go make that list,sure no problem
do we need food,yeah i think so
just get the basics,like what
you like the food there,i really like the food
thanks,have you forgotten the cheers
excuse me are you american,no
no,do you speak english
he is a team player,yes indeed
brad wait,what
great thank you,you are welcome
yes,when will school start
well there is one thing,what is the matter
hi how are you doing,good thanks how about you
okay see you around,take care
mr hello mary,hi
nothing it s free,is that yellow bus it
mr are you mary lin,yes
what room is it,it s
mr rogers,mr yes
is anybody in,how can i help you
how can i help you,i have a headache
what did you major in,i major in chemistry
i major in chemistry,what is your specialty
what is your specialty,organic chemistry is my specialty
how can we help him,well i can not help
really,yeah
ah does she wear glasses,yes i think so
yes i think so,that is probably anne wallis
what exactly,how to apply for it
is not there anything else,i have no idea
are you ready,yes
sure they are,who s winning
who s winning,we are to
ok what is your number,it s
thank you,bye
bye,bye
professor where is canada,canada is north of here
ohio,ok where is los angeles
well there s one thing,what is the matter
i do not know,really
really,yes
it is not true,look at my eyes
good morning miss,morning can i help you
yes just once,what was the reason
hi ed what is up,nothing
woo easy,leave me alone
maybe i can help,i blew the finally exam
is that mr green,this is him speaking
i am frustrated,what is the problem
thank you very much,you re welcome
i had professor mahoney,is he an easy grader
hi mark,oh hi stacy
oh hi stacy,how was your summer vacation
good luck,thanks see ya
did you ever take history,yeah last semester
yeah last semester,who was the professor
who was the professor,it was professor johnson
yes what about you,me too
december st,what is on the test
ok i see thank you,you are welcome
good morning miss li,morning mike
oh yes,it s true sir
good morning miss,morning can i help you
yes here s my identification,that is all you need
excuse me miss,yes may i help you
sure thirty this afternoon,good see you later
good see you later,thank you good bye
how about tomorrow,ok
is that right,yes that is right
i see thank you,you are very welcome
i have an idea,what
yeah i quit,why
of course not help yourself,what are you studying
what are you studying,i have a test tomorrow
bonjour,what
what,i said bonjour
sure is b any others,no thank you
when is it due,next monday
have you turned it on,yes i have
when is it due,next monday
hello,mark this is lucy
mark this is lucy,what is up
he is a lawyer,ok see you then
ok see you then,see you
eight altogether,how are they proportioned
how are they proportioned,six are compulsory two optional
may i ask a question,yes what is it
yes what is it,what does mph stand for
what does mph stand for,it s miles per hour
who is it,supervisor open the door
supervisor open the door,wait a sec
wait a sec,what are you doing here
for what,the test tomorrow
no thanks any way,you are welcome
yes don t you,of course i do
that sounds good,ok let s go
yes with flying colors,what does that mean
who s that over here,that is the new teacher
she is very nice,what does she teach
what does she teach,english of course
english of course,is she your teacher
yes i finished last friday,you sound relieved
hi walter,hi sterling
it lasts for months,when does it start
what time is the class,from to o clock
from to o clock,how much does it cost
how much does it cost,it costs dollars a month
what are you major in,i major in japanese
i passed history test,really that s marvelous
of course here you are,thank you very much
any terrible fines,sure
what did you get,a b plus
a b plus,that is not bad
for which one,sense and sensibility english version
sense and sensibility english version,yes of course
yuan please,here you are thanks
what are you major in,i major in japanese
it lasts for months,when does it start
what time is the class,from to o clock
from to o clock,how much does it cost
how much does it cost,it costs dollars a month
what are you majoring in,i am majoring in english
i am majoring in english,is it difficult to learn
who s that over here,that is the new teacher
she is very nice,what does she teach
what does she teach,english of course
english of course,is she your teacher
could i see that please,yes here it is
hi walter,hi sterling
good luck,thank you
what are you majoring in,i major in japanese
thank you mr johnson,please just call me tom
please just call me tom,okay tom
okay tom,where is cindy
the craftsmanship is excellent,all the parts work
all the parts work,thank you so much
thank you so much,do not mention it
sure,this is usually my chore
this is usually my chore,i do not mind helping
i like science most,science that is a surprise
science that is a surprise,surprise
no problem,what is the tallest building
of course here you are,thank you very much
it lasts for months,when does it start
what time is the class,from to o clock
from to o clock,how much does it cost
how much does it cost,it costs dollars a month
good morning miss,morning can i help you
yes here s my identification,that is all you need
excuse me miss,yes may i help you
sure this afternoon,good see you later
good see you later,thank you good bye
who s that over here,that is the new teacher
she is very nice,what does she teach
what does she teach,english of course
english of course,is she your teacher
yes i finished last friday,you sound relieved
yeah that is it,thanks
i am worried,what about
what about,my exam
my exam,oh is that all
how are you doing today,good thanks for asking
follow me please,thank you so much
i need your library card,i have it right here
are you sure,yes i m sure
yes i m sure,how much
how much,your late fees come to
really,yes really
yes really,how much do i owe
how much do i owe,you owe in late fees
sure that would be great,please fill out this application
please fill out this application,okay here you go
here you go,here s your library card
could you help me,what do you need
yeah,oh i am shocked
how about this sunday,ok cool
no problem,bye
what are you majoring in,i am majoring in english
i am majoring in english,is it difficult to learn
can you please show me,i can do that
did you come late,i could not make it
i could not make it,why is that
why is that,i was sick
thanks a bunch,do not mention it
i know the perfect place,good where is it
i am free at,maybe that would work
i hope it works,well good luck
i agree with you,hope that works for you
are you ready to go,i am clear so far
when was that,sometime this morning
sometime this morning,would it be full now
would it be full now,i am really not sure
anything else,that s everything
that s everything,i need your library card
do you need anything else,that s everything
have you checked the computer,i have already
i have already,what did it say
will that be all,that s it
is that all,that s all
i don t understand,it s our policy
it s our policy,what can i check out
what can i check out,only books or videos
only books or videos,i need this magazine
is that all,yes just the video
well here are the notes,are there any more
are there any more,sorry here you go
sorry here you go,thanks a lot
thanks a lot,no problem
i could not come,why not
why not,i was not feeling well
i was not feeling well,here they are
thanks professor see you later,see you later drive carefully
all right,that s it
i m returning these books,let me have them
let me have them,here are all of them
how much,cents a day
cents a day,cents a day
i ll take them,here you go
what happened to this one,the cover came off
how much are you talking,it s going to be
it really isn t,here you go
here you go,thank you very much
how much,it s only
it s only,that s not too bad
that s not too bad,i know it s not
thank you for your payment,you are very welcome
i m going to need,that s not too expensive
that s not too expensive,it isn t
it isn t,here s the
here s the,thank you
i did that,what came up
i already did,is it on the shelf
is it on the shelf,i didn t see it
have you checked the database,i checked
i checked,was it on the shelf
i sure will,thank you very much
give them here,here they are
may i help you,i m returning a book
i m returning a book,do you need anything else
i checked it already,do we have it available
do we have it available,it wasn t there
it wasn t there,i guess it is lost
fill this out please,what s next
did you check the computer,i already looked
i already looked,did it say anything
that s fine,please fill out this application
please fill out this application,then what do i do
i do,you owe some money
the hours are from am,okay thank you very much
okay thank you very much,do you need anything else
do you need anything else,no that s all thanks
how s it going,i m fine thank you
i m fine thank you,do you need anything
how are you,i m great thanks
i m great thanks,did you need something
did you need something,i need your help
i need your help,how may i help you
could you do that,follow me
how was school today dominic,i hate school
i hate school,why what happened
who s it about,it s about bob dylan
it s about bob dylan,who is he
thanks charlie,no problem bob
who won,they did
they did,what was the score
what was the score,seventy to sixty seven
that is a good idea,good luck
hi ed what is up,nothing
woo easy,leave me alone
maybe i could help,i blew the finally exam
i blew the finally exam,you have got be joking
you have got be joking,no i am not
of course,thanks john
i m not sure,you honestly have no idea
pcc is a wonderful institution,you have a point
give it to me,what is it
what does it say,i ve been accepted
i ve been accepted,are you serious
are you serious,i m serious
i m serious,good for you
give it to me,what is it
what is it,it s from nyu
it s from nyu,what does it say
what does it say,i didn t get accepted
i didn t get accepted,you can t be serious
you can t be serious,i m serious
i m serious,are you all right
are you all right,nyu was my first choice
let me see it,who s the letter from
read it,ucla accepted me
ucla accepted me,really
oh but why,i feel they are dirty
i feel so uncomfortable,are you sick
what are you thinking about,about my boyfriend
about my boyfriend,again
it s over,what is over
any reasons,the cause is another boy
the cause is another boy,oh that s too bad
i m sure i will,have a nice journey lily
have a nice journey lily,thank you david
mike look at the floor,what is wrong with it
oh,what fools we were
yeah,are you sure
joan is a thorough drag,what is it
oh it is precious,it surely is
it s really terrible,what are you talking about
my brother did it,why
yeah,it kept me awake
it kept me awake,oh i am sorry
that sounds great,yes i am really excited
alright let s go,yes let s go
thank you for saying so,where did you buy it
how much is it,it s only thirty yuan
you are looking great,you too
you are my hero,aw shucks ma am
when do you start,i start next monday
nothing particular but,what is the matter
never do that again,i promise
look at that pretty girl,wow she is gorgeous
did not i,you know you did not
really here s my trophy,wow congratulations
i am with you jane,what did i just say
her name is jenny,how did you meet her
what of it,sure
i love that vase,do you really like it
do you really like it,yes it looks perfect
i am flattered,it is real word
it is real word,thank you very much
when are you going,sometime next month
you have done excellent work,i am going to britain
i do not think so,what should we do
jack what is wrong,you
the bus i took,what do you mean
what do you mean,i took the wrong bus
give it here,who s the letter from
they didn t accept me,are you serious
are you serious,it s the truth
it s the truth,are you okay
let me see it,what s the letter about
tell me what it says,i didn t get in
i didn t get in,you re lying
you re lying,i m not lying
i m not lying,are you upset
what happened,i was denied a visa
i was denied a visa,why
what,my acceptance letter to yale
oh yes,it s true sir
mam another minute could i,hurry up little boy
are you an american,yeah
when will we begin,how about tomorrow night
how about tomorrow night,that is all right
are you new here,yes i am
which school,i transferred from pcc
what school,i transferred here from pcc
i transferred here from pcc,do you like it here
you re new here right,yes i am
i transferred from pcc,why d you transfer here
is pcc a good school,pcc is great
you re ready right,ready for what
yes i am ready,you re not nervous
you re not nervous,of course i m nervous
i transferred from another school,where did you transfer from
where did you transfer from,i was at pcc before
i was at pcc before,why did you transfer
you re new here right,yes i am new
yes i am new,is this your first semester
i started at pcc,what made you transfer
did you like pcc,i loved pcc
i loved pcc,good luck here
i like that idea,it s a great school
it s a great school,i completely agree
you ready,am i ready for what
i m very nervous,why are you nervous
that s not a problem,that makes me nervous
who was chairing the meeting,bob
oh no,how dreadful
hi dave this is zina,zina zina the snake
wedding rings,oh no
yeah dig my new pants,copycat
copycat,what do you mean
actually it s better,what are you kidding
excuse me supen,i hope nothing is wrong
congratulations on your success,thank you
thank you,and how s your brother
and how s your brother,he is fine
i m sure i will,have a nice journey lily
have a nice journey lily,thank you david
you re all set now,oh thank you so much
oh thank you so much,really it was nothing
really it was nothing,i really appreciated it
i really appreciated it,i was happy to help
really congratulations,thank you paul
have you got it now,yes i found it again
yes i found it again,when
when,this morning i mean
really,and not expensive either
everybody is buying them,are they
i couldn t careless,would you rather stay home
would you rather stay home,whatever you say
i have a problem,what is the problem
is everything ok,just get over here
just get over here,come in quickly
then what shall i do,call the police
it s really terrible,what are you talking about
what are you thinking about,about my boyfriend
about my boyfriend,again
are you an american,yeah
when will we begin,how about tomorrow night
how about tomorrow night,that is all right
who did the stupid thing,maybe it was dick
did not i,you know you did not
yes that would be good,oh no
oh no,what is the matter
how s your new car,perfect could not be better
he s nearly,good gracious are you sure
yes yesterday,good gracious that s incredible
good gracious that s incredible,she married jerrod
she married jerrod,you re kidding
are you elvin,elvin dixon who are you
what happen john,nothing
nothing,why do you look unhappy
what he said disappointed me,what did he say
please,not a chance
not a chance,not even for an hour
not even for an hour,sorry it s impossible
i am worried,what about
what about,my exam
my exam,oh is that all
good morning loans,good morning mr smith
yes yesterday,good gracious that s incredible
good gracious that s incredible,she married jerrod
she married jerrod,you re kidding
dark blue,how old is she
how old is she,twenty
good let s go now,all right
how beautiful the flower is,really it s so beautiful
where it is,it s a private garden
i forgot,you forgot you
mam another minute could i,hurry up little boy
er alison,ohm hello marcia i was
yes that would be good,oh no
oh no,what is the matter
i am signing off,have fun getting ripped off
who did the stupid thing,it must be kate
why,her father is dying
her father is dying,oh that s very sad
of course,you want something to drink
you want something to drink,yeah got a coke
yeah got a coke,sure
but my rose is great,your rose is a fool
your rose is a fool,really mary you re horrible
what s happening,the ladder s falling
the ladder s falling,what s mr king doing
when,about o clock
she is so stupid,who cares she is pretty
who cares she is pretty,so what
so what,you are just jealous
did you see that,no i missed it
no i missed it,how could you miss that
how could you miss that,someone was in the way
oh you re so kind,get in
so what happened,he never came
he never came,he stood you up
but the parking might be,you bet
yes of course,the view is breath taking
really,and not expensive either
everybody is buying them,are they
how s your new car,perfect could not be better
never do that again,i promise
is anything the matter sir,yes it s my steak
when did you buy it,last saturday
last saturday,can i see the receipt
can i see the receipt,yes here you are
how about this sunday,ok cool
no problem,bye
did not i,you know you did not
the concert was really great,i agree
do not be silly,i am serious
do you have s second,sure what do you want
you are dancing so well,you dance beautifully too
what is your reservation number,our reservation number is j
oh my god,what
what is that,it s a surprise
it s a surprise,for me
mary are you still there,yes what do you want
yes what do you want,did your bid win
did your bid win,what do you care dork
do not be that negative,really life is so boring
no i am not clear,we have spent
yes it s really savory,thank you for appreciating it
look out,what is it
oh but why,i feel they are dirty
i do not care,you are complaining again
bother the flies,where do they come from
are you quite sure,yes have a look
what a nice uniform,thanks do you like it
how do you know her,she is my cousin
is everything alright,yes everything is fine
i will think about it,is that your new bicycle
and it s a brick,yes
beth what date is today,today is saturday
today is saturday,what is the date today
what is the date today,today is july th
and it s a brick,yes
eh so so,and this one too flashy
and this one too flashy,nah not too flashy
and merry christmas,merry christmas
thanks cheers,cheers
are you cold,yes a little
yes and you know what,what
and it s a brick,yes
that is because you cheated,i never cheat
i never cheat,yes you do
your english is fluent,thank you
are you serious,yes are you traveling here
i am hurrying,what are you doing
yes i love it too,who was the director
what is wrong,nothing really
when do you go,next week
what is wrong,my hair looks hideous
does it happen often,no
you mean push ups,yeah
how was my singing,not bad at all
let s go eat,kay dinner s on me
how have you been,fine thanks how about you
you hurt ben s feelings,so
ok bye,bye
happy birthday aims,thank you lisa
i had an accident,that is terrible
i went bungee jumping yesterday,that sounds like fun
have you eaten,not yet
give me a call tomorrow,okay
i am terribly nervous,calm down
is sailing fun,you bet
my girlfriend dumped me,well that is life
how s your girlfriend,we broke up
that will be fine thanks,do you have any ketchup
i couldn t agree more,great let s go
let s go in,after you
thanks for your hospitality,you are welcome
when do you leave,i am catching the train
gotta go call me tonight,okay check you later
what happened,it was just a misunderstanding
guess what,what
are you ready,not yet
hello bob this is frank,i know we have met
i know what you mean,really
get changed,what for
be quiet will you,i am sorry
bon voyage,goodbye
happy anniversary honey,i thought you had forgotten
mike s really angry,i wonder why
it was great meeting you,me too
time flies,you are telling me
i must be going,okay keep in touch
how s business,could not be better
i have moved,where to
hello mary,hello brian
hello brian,here is my friend bob
here is my friend bob,hello bob
have you heard the news,no what happened
i just got fired,you asked for it
you and bob have finished,yes
good morning,good morning
good morning,what does the paper say
tom did me many favors,for example
i am not a vip,you are too humble
paul sends you his regards,how nice of him
thanks for your help,no problem anytime
peter and mary broke up,are you serious
what is new,nothing much
is not it a sunday,no it s a monday
does that help you faith,yes
i will see you then,see you tomorrow night
do you really,it s beautiful
it s beautiful,well thank you very much
you owe me,thanks for everything
i absolutely love it,you really like it
you really like it,yes i truly do
i think it looks gorgeous,you think it looks nice
yes,hmm you ve got mail
you don t love me,no
the boy threw up,that is disgusting
maybe you are right,we will go tomorrow
i am feeling down,come on cheer up
what day is it today,it s friday
are you free tonight,i think so
do you like flowers,of course i like flowers
of course i like flowers,what is your favorite flower
peach blossom is really beautiful,yes how about you
yes how about you,i like lotus
i like lotus,you have a perfect taste
dad what is the date,it s december eighteenth
what teams are playing tonight,ac milan versus real madrid
what happened to john,he quit
how old are you,that is a secret
we are going dancing tonight,count me out
no just come here,ok see you later
ok see you later,bye
it s raining,oh no not again
thanks for everything,do not mention it
how s business,so so
may i,sure
are you free tonight,depends
i like it very much,you dance beautifully
how s the weather today,it s cloudy
tim s always bothering me,just tell him off
i just won the lottery,you are kidding
why is little billy crying,he got a scolding
who s that,search me
what is new with you,do you still remember justin
no just occasionally,what are your favourite dances
what are your favourite dances,i love rumba and waltz
i love rumba and waltz,how about samba
ok see you then,see you then
are you tired,not really
