questions,answers
okay,i really need a new pair of trousers
i really need a new pair of trousers,do you
do you,yes i do this one is very old now
yes i do this one is very old now,they look all right to me
they look all right to me,they re not all right they re uncomfortable and they look terrible
they re not all right they re uncomfortable and they look terrible,all right all right
all right all right,would you mind if i ask you whether you are married or not
would you mind if i ask you whether you are married or not,to be frank i was married once and now i am single
to be frank i was married once and now i am single,do you mean you got a divorce
do you mean you got a divorce,yes my first marriage was a failure
yes my first marriage was a failure,what did you do over the weekend
like what,well we can use public transport instead of taking our cars for a start
well we can use public transport instead of taking our cars for a start,what else can we do to protect the environment
what a bother having to climb storeys home every day,but it s also a sort of exercise and it s good to your health
but it s also a sort of exercise and it s good to your health,i do not care
i do not care,you are complaining again
you are complaining again,what do people usually do on saint valentine s day
what do people usually do on saint valentine s day,on that day boys are supposed to give roses to their sweethearts
on that day boys are supposed to give roses to their sweethearts,what will the girls do
what will the girls do,they give chocolate in return
they give chocolate in return,excuse me are you dr smith
excuse me are you dr smith,yes i am and you
my pleasure,hey ann you do not have a pen do you
hey ann you do not have a pen do you,sure here you go
sure here you go,thanks i do not suppose you have some paper too
thanks i do not suppose you have some paper too,of course there you are
of course there you are,thanks so much i owe you one
thanks so much i owe you one,please excuse me but i really have to be going
please excuse me but i really have to be going,yes of course it was nice to see you
yes of course it was nice to see you,it was nice to see you too and please give my regards to mrs robbins
it was nice to see you too and please give my regards to mrs robbins,hey mark what are you doing
hey mark what are you doing,just watching some tv
just watching some tv,anything interesting on
anything interesting on,not really just watching the sports highlight on espn
not really just watching the sports highlight on espn,so i take it you are pretty bored too
so i take it you are pretty bored too,just killing time until i find something to do what are you going to do
you wanna shoot some hoops,i already tried to call up some of the guys but they are all busy
i already tried to call up some of the guys but they are all busy,where is your girlfriend i thought you were going out with her today
where is your girlfriend i thought you were going out with her today,she is out shopping with her friends
she is out shopping with her friends,let s go to starbucks and think of something to do then
let s go to starbucks and think of something to do then,aright do you have any cigarettes
ok see you there in about minutes,aright see you there
aright see you there,bob s sister will go to america
bob s sister will go to america,why tell me she has nothing to do with me
why tell me she has nothing to do with me,i thought you wanted to know more about her
i thought you wanted to know more about her,no i could not care less
no i could not care less,hey tom did you enjoy your lunch
hey tom did you enjoy your lunch,oh do not mention it it was terrible
oh do not mention it it was terrible,what the matter
i see you simply can not blame the server for this,yes i know fast food is so popular in this district
yes i know fast food is so popular in this district,that is true
that is true,anyway how was your such catherine
anyway how was your such catherine,it was good i brough lunch from home today
you bet almost all top brands such as mcdonald s and kfc are from america,well actually two thirds of americans may avoid these places
well actually two thirds of americans may avoid these places,seriously
seriously,yeah it s hard to believe but true
yeah it s hard to believe but true,what is your favorite tv program
what is your favorite tv program,i like variety shows
i like variety shows,i also like variety shows but sometimes the host lacks a sense of humor
i also like variety shows but sometimes the host lacks a sense of humor,i prefer a variety show without a host
i prefer a variety show without a host,what is up you look low
what is up you look low,it s my girlfriend i guess she is playing the army game
it s my girlfriend i guess she is playing the army game,how come
how come,i saw her dating with her ex boyfriend again
maybe but it still gets on my nerves,did you hear about car accident on spring road yesterday
did you hear about car accident on spring road yesterday,yes i did i heard that they took both drivers to hospital one needed surgery
it means he s really badly injured but he will almost certainly survive,his family will be pleased to hear that they must have been so worried
his family will be pleased to hear that they must have been so worried,happy new year bill
happy new year bill,happy new year steven
happy new year steven,do you have any plans for the new year holiday
do you have any plans for the new year holiday,my whole family are going to hainan for visiting what about you
my whole family are going to hainan for visiting what about you,how happy you are i have to stay at home to prepare my final exam
and do you really love her,i think i do i do not think i can be happier with another girl
that is a deadly risky business he should have it coming on him,he must be regretting about having done the business
he must be regretting about having done the business,i bet he is he domed his own life
i bet he is he domed his own life,i met mark yesterday he looked blue
i met mark yesterday he looked blue,he s been on the gravy train these years hasn t he
it seems that nobody can always expect things to pan out well each time,look the aliens are sending a message to mulder this rocks
look the aliens are sending a message to mulder this rocks,whoops that is my pager i had to get it for work
i want to meet you are you free this evening,well actually i am not free today do you have anything urgent
well actually i am not free today do you have anything urgent,no i just want to meet you
no i just want to meet you,how about tomorrow instead
how about tomorrow instead,hmm that is all right shall we meet at the bar near the beach
hmm that is all right shall we meet at the bar near the beach,all right see you then
all right see you then,do you have any tissue eve i have used all mine
do you have any tissue eve i have used all mine,here are you all right
what about mr white,i will handle him now go home i will call you after work
i will handle him now go home i will call you after work,thanks a lot eve goodbye
thanks a lot eve goodbye,how about a movie on sunday mum
how about a movie on sunday mum,well i am afraid your father s not interested in modern films
well i am afraid your father s not interested in modern films,we could find a classical one
we could find a classical one,that sounds fine
that sounds fine,you are in love with mary right
you are in love with mary right,you are pulling my legs
you are pulling my legs,i am not blind anyone can see that with half an eye
i am not blind anyone can see that with half an eye,i am going on a cruise this summer
i am going on a cruise this summer,no kidding
no kidding,my brother won a free trip and he is taking me
my brother won a free trip and he is taking me,you can not beat that
you can not beat that,where do you spend the weekend
where do you spend the weekend,we have a country house
we have a country house,that is nice
that is nice,join us will you
join us will you,that would be great thank you
that would be great thank you,how s your work
how s your work,good thanks how about you
good thanks how about you,not bad but we have lost a few of staff lately
not bad but we have lost a few of staff lately,why
why,because of the low salaries
because of the low salaries,but your company is huge can not they afford to pay the staff decent wages
but your company is huge can not they afford to pay the staff decent wages,i do not know why
i do not know why,why do not you give them a suggestion
why do not you give them a suggestion,may be i can have a try but i am on vacation now
may be i can have a try but i am on vacation now,good morning linda how have you been
i m sorry to hear that is there anything else i can do,no thanks
no thanks,well i hope you ll feel better soon
well i hope you ll feel better soon,thank you for your concern
thank you for your concern,are you going to watch the indy five hundred on tv this weekend
are you going to watch the indy five hundred on tv this weekend,i am not really into racecar driving
i am not really into racecar driving,you were when we were in high school that and baseball
hello is the real taylor in there,how do you feel
how do you feel,i am nervous as can be
i am nervous as can be,i can not believe it i lost
that is not fair you got all the easy questions,i guess that is just the luck of the draw
i guess that is just the luck of the draw,i want a rematch let s play again
i want a rematch let s play again,sorry not tonight
sorry not tonight,do you need a hand
do you need a hand,no i can handle it thanks anyway
no i can handle it thanks anyway,are you sure you do not need any help
are you sure you do not need any help,well maybe just a little i can not seem to make it fit
well maybe just a little i can not seem to make it fit,i swear the overhead compartments on these planes just keep getting smaller and smaller
yes what about you,i am in the middle seat
i am in the middle seat,oh i guess i will let you through then
oh i guess i will let you through then,thanks sorry for making you get out of your seat again
that would be great thanks,are you listening to me dan
are you listening to me dan,i am with you jane
i am with you jane,what did i just say
what did i just say,well uh i did not catch the last part
well uh i did not catch the last part,just what i thought
just what i thought,man i m freaking out you gotta help me
hi why do you look so depressed today mike,i had a terrible quarrel with my neighbor yesterday
i had a terrible quarrel with my neighbor yesterday,how come
i know everyone suffers when he is misunderstood but why not take it easy,yeah it s so nice of you to comfort me
yeah it s so nice of you to comfort me,who s that over here
is she your teacher,yes she teaches our class three times a week
yes she teaches our class three times a week,can she speak chinese to her students
it s a good thing you can speak english,the teacher just canceled the test
the teacher just canceled the test,are you kidding
are you kidding,hello
hello,hi steve this is mike what are you doing
hi steve this is mike what are you doing,oh hi i was just watching tv
oh hi i was just watching tv,there s nothing to watch right now
yeah let s plan something tomorrow,did you hear the weather forecast for tomorrow
did you hear the weather forecast for tomorrow,i think it is going to be the same as today clear and sunny
i think it is going to be the same as today clear and sunny,that is great we can do something outdoors then
that is great we can do something outdoors then,are there any special events going on tomorrow
are there any special events going on tomorrow,yeah i think there s a live outdoor concert by the river tomorrow
yeah i think there s a live outdoor concert by the river tomorrow,oh yeah i heard about that too let s go check it out
oh yeah i heard about that too let s go check it out,do you know what time it starts
do you know what time it starts,it starts at one pm
it starts at one pm,let s meet for lunch at eleven thirty and afterwards we can head over there
let s meet for lunch at eleven thirty and afterwards we can head over there,perfect i will see you in front of the apartment at eleven thirty
perfect i will see you in front of the apartment at eleven thirty,would you go to the bookstore with me
would you go to the bookstore with me,it sounds a good idea let s go
it sounds a good idea let s go,do you know jeffery has published his second detective novel
so what are you interested in,magazines about fashions such as cosmo polian
magazines about fashions such as cosmo polian,i know that magazine it s very popular
i know that magazine it s very popular,yes i can lend you some
yes i can lend you some,thank you but i m not interested
thank you but i m not interested,when can we expect you for dinner can you come tonight
when can we expect you for dinner can you come tonight,not tonight i promised to go to a concert with my sister
not tonight i promised to go to a concert with my sister,well how about friday then
well how about friday then,that sounds fine
that sounds fine,good shall we say seven o clock
good shall we say seven o clock,i will be there you are still a fabulous cook are not you
really do i look happy all the time,all i know is you look quite differently from other teachers
oh i know thank you,which kind of sport do you like to watch
which kind of sport do you like to watch,basketball football table tennis i will watch them on tv
basketball football table tennis i will watch them on tv,so you must like nba game
what kind of sport do you like to participate in,i am good at tennis and skiing what about you
i am good at tennis and skiing what about you,i prefer the indoor sports such as bowling badminton and squash
i prefer the indoor sports such as bowling badminton and squash,moderate exercise is really important for health life lies in movement
moderate exercise is really important for health life lies in movement,how about playing tennis with me
how about playing tennis with me,good idea i will take the racket
good idea i will take the racket,good morning jerry how s everything
good morning jerry how s everything,fine just fine thanks
fine just fine thanks,doing anything for lunch
doing anything for lunch,well as a matter of fact i have got a lunch date with bob thomas
well as a matter of fact i have got a lunch date with bob thomas,excuse me can you tell me how to get started using these machines
excuse me can you tell me how to get started using these machines,of course are you a new member here
of course are you a new member here,yes
yes,welcome my name is johnson
welcome my name is johnson,nice to meet you
nice to meet you,do you have any experience using weights
do you have any experience using weights,no i do not so i need some help
alright great then we must get a card for you,what do you mean a membership card i already have one
great why do not we start on the machines,are you alright can you do more
are you alright can you do more,i am sorry i know there are still seven machines but i am exhausted
yes i suppose it s best to stop,do not be afraid give it a try
do not be afraid give it a try,okay
okay,what are you doing
you really like brains that make you think do not you,i guess you could say that what kind of games do you like
everyone in my family really enjoys playing card games,some of my friends play cards on the internet have you ever tried that
some of my friends play cards on the internet have you ever tried that,no i prefer to play with people i know
no i prefer to play with people i know,how about mah jong
how about mah jong,it s a popular game with some people but i have never played it
it s a popular game with some people but i have never played it,i thought everyone in your country were experts at mah jong
i hope so,they got a divorce at last
you said it love but on the sand will soon be on the rocks,that give us a good lesson
that give us a good lesson,do you like traveling kathy
exactly,can you believe that susan got married
can you believe that susan got married,really i remember she said if she would remain single is the man very rich
really i remember she said if she would remain single is the man very rich,no that s what is surprising me
no that s what is surprising me,you means she didn t marry a rich man
you means she didn t marry a rich man,he s a postman
he s a postman,i thought she would marry a fortune
i thought she would marry a fortune,what sort of things do you grow in your garden
what sort of things do you grow in your garden,i grow a variety of things so that something is in bloom all year round
i grow a variety of things so that something is in bloom all year round,when is your garden at its best
when is your garden at its best,it looks best in spring when the plum and cherry blossoms are out
it looks best in spring when the plum and cherry blossoms are out,good afternoon
good afternoon,good afternoon sit down please how are you
good afternoon sit down please how are you,i am very well thank you how are you
i am very well thank you how are you,very well too thank you very much isn t it a lovely day
very well too thank you very much isn t it a lovely day,yes it s beautiful but it s also very hot
yes it s beautiful but it s also very hot,yes
yes,what is the weather like in your country
what is the weather like in your country,mm it s quite warm now
mm it s quite warm now,where do you live
where do you live,in london where do you live
in london where do you live,here near this school
here near this school,oh no now i will be late
oh no now i will be late,can i give you a hand
can i give you a hand,yes i would appreciate it if you could drive me downtown
yes i would appreciate it if you could drive me downtown,sure thing i have got time
sure thing i have got time,what a great weekend that was
that is exactly the way i feel,what is this i wonder
what is this i wonder,i am not sure let me have a look it could be a coffee grinder
i am not sure let me have a look it could be a coffee grinder,a coffee grinder
a coffee grinder,yes it must be used for grinding coffee beans
yes it must be used for grinding coffee beans,oh that would be very useful
oh that would be very useful,we have got a new manager in our department
we have got a new manager in our department,oh you hoped to get that job did not you
oh you hoped to get that job did not you,yes i did
hmm why do you think they gave it to him and not to you,because i am the wrong sex of course
because i am the wrong sex of course,you mean you did not get the job because you are a woman
you mean you did not get the job because you are a woman,yes that was probably it it is not fair
yes that was probably it it is not fair,what sort of clothes does he wear
what sort of clothes does he wear,a dark suit white shirt a tie why
a dark suit white shirt a tie why,perhaps that had something to do with it
it s possible is not it,do you really think i should wear different clothes
do you really think i should wear different clothes,well perhaps you should think about it
well perhaps you should think about it,why should i wear a skirt or a dress
it s a sunny day is not it,yes it is i am jennifer nice to meet you
yes it is i am jennifer nice to meet you,my name is david nice to meet you too
my name is david nice to meet you too,are you american
are you american,no i am a britisher where do you come from
no i am a britisher where do you come from,i come from america are you a freshman
i come from america are you a freshman,yes what about you
yes what about you,me too
yeah anytime,you keep bowling spares but no strike
really i will try again,nice to see you patrick
nice to see you patrick,bob i hear your team won the match
bob i hear your team won the match,yeah all of us tried our best
yeah all of us tried our best,congratulations
congratulations,thanks
thanks,are you free on the thirteenth in the afternoon
i am sorry i am attending a meeting at the hilton then,what about the next day
yes i think i am let s meet for lunch at mouth restaurant,good idea is two o clock okay
good idea is two o clock okay,that is fine see you there
that is fine see you there,did you enjoy the movie
did you enjoy the movie,oh it s really a drag
oh it s really a drag,sorry to hear that i think it s even better than on the golden pond
sorry to hear that i think it s even better than on the golden pond,hell with it nobody will give it an academy award
hell with it nobody will give it an academy award,hi jackie you do not look too well what is going on
hi jackie you do not look too well what is going on,it s nothing i am just a little stressed out
it s nothing i am just a little stressed out,why what is stressing you out
great,did you know that drinking beer helps you sing better
did you know that drinking beer helps you sing better,are you sure how do you know
well i heard that if you drink enough beer you can speak foreign languages better,pardon me could you please pass me the tissue
pardon me could you please pass me the tissue,sure here you are
sure here you are,thanks i did not expect the dish to be so spicy are you ok
exactly,tom christmas day is coming merry christmas to you
tom christmas day is coming merry christmas to you,thank you and a merry christmas to you
thank you and a merry christmas to you,could you lend your bike to me for several days
could you lend your bike to me for several days,how long would you like to keep it
how long would you like to keep it,till the end of the week
till the end of the week,yes that would be all right
yeah and they also take the blame that is what happened to my old boss,how about a game of tennis
how about a game of tennis,okay loser has to take out the trash for a month
okay loser has to take out the trash for a month,it s a deal
it s a deal,see you in the court
see you in the court,are you feeling better today bill
thank you for your advice i will try it,hi john how was your vacation
hi john how was your vacation,awesome we went to australia and new zealand
awesome we went to australia and new zealand,that must have been wonderful do anything interesting
that must have been wonderful do anything interesting,well we went bungee jumping when we were in australia
well we went bungee jumping when we were in australia,wow isn t that dangerous
wow isn t that dangerous,a little but the rush was worth it
a little but the rush was worth it,tell me about it
tell me about it,we jumped off a bridge and fell feet before the bungee cord caught us
we jumped off a bridge and fell feet before the bungee cord caught us,feet i would never be able to do that
feet i would never be able to do that,yeah it was scary but exhilarating
yeah it was scary but exhilarating,what did her boss say to you
what did her boss say to you,he asked me to beef up in the work
he asked me to beef up in the work,yeah you look so unhappy recently what s the matter
yeah you look so unhappy recently what s the matter,nothing thanks i am just not in the mood these days
nothing thanks i am just not in the mood these days,hi tina it s joe
hi tina it s joe,hi joe
hi joe,what is the weather like there today
what is the weather like there today,it s really cold it snowed all day and the school closed early
it s really cold it snowed all day and the school closed early,what is the temperature
what is the temperature,it s degrees below zero now it was even colder this morning
it s degrees below zero now it was even colder this morning,have you heard what the weather is going to be like tomorrow
mom i just finished my paper can you proofread it before i hand it in,sure let s take a look sweetie this is terrific your ideas are so original
sure let s take a look sweetie this is terrific your ideas are so original,thanks
thanks,i can tell you worked hard on it
i can tell you worked hard on it,i really did i started thinking about what i wanted to say three weeks ago
i really did i started thinking about what i wanted to say three weeks ago,well it was definitely worth all the time
well it was definitely worth all the time,let s just hope my teacher agrees
let s just hope my teacher agrees,how about doing shopping this weekend
how about doing shopping this weekend,what are you going to buy
what are you going to buy,sportshoes will you go with me
sportshoes will you go with me,ok
ok,merry christmas
merry christmas,huh
huh,i said merry christmas do not you know that christmas is almost here
i said merry christmas do not you know that christmas is almost here,it is oh that is nice
it is oh that is nice,huh did not you know are not you excited
huh did not you know are not you excited,actually i would forgotten about it
actually i would forgotten about it,forgotten about it how could you
forgotten about it how could you,because i am not christian i am jewish
because i am not christian i am jewish,oh i am sorry i did not know
not at all a party is a party i will be happy to come,it s all over i am bankrupt
it s all over i am bankrupt,do not worry everything will be fine
do not worry everything will be fine,bill happy halloween
bill happy halloween,happy halloween what creature are you going to dress up as
happy halloween what creature are you going to dress up as,i will dress up as a vampire with big fangs
i will dress up as a vampire with big fangs,may i have a look at your costume
may i have a look at your costume,sure wait a moment several minutes later here you are
sure wait a moment several minutes later here you are,i like your black clothes and your fangs are cool
haha wish you good luck,i think that s settled
i think that s settled,i am tired of your cut and dried opinions who do you think you are
i am tired of your cut and dried opinions who do you think you are,how dare you speak to me like this
how dare you speak to me like this,why not
why not,hey karen look like you got some sun this weekend
hey karen look like you got some sun this weekend,yeah i guess so i spent the weekend at beach
yeah i guess so i spent the weekend at beach,that s great where did you stay
that s great where did you stay,some friends of my parents live out there and they invited me there
some friends of my parents live out there and they invited me there,so what did you do out there i mean besides bask in the sun obviously
yeah our kidneys liver and bladder,oh yes you are right very important organs indeed
oh yes you are right very important organs indeed,so what do these organs do teacher
too risky anyway it s necessary to look before you leap,do you know how to play go
but i heard it is very difficult to play,it s easier said than done when you actually play it can be very frustrating
it s easier said than done when you actually play it can be very frustrating,linda is that you i have not seen you in ages
linda is that you i have not seen you in ages,hi george it s good to see you
hi george it s good to see you,what have you been up to
what have you been up to,i just opened up my own business not long ago
i just opened up my own business not long ago,good for you what are you doing
i hope you can stay for dinner i need a guinea pig,how do you like skiing pat
not on your life i know i would break my leg,do not be so frightened it s just a skill
do not be so frightened it s just a skill,hi dave this is zina
hi dave this is zina,zina zina the snake
zina zina the snake,i got your e mail a couple of months back
i got your e mail a couple of months back,yeah which one was that
right that one did it work,hello my name is bill martin and we have a reservation for party tonight
hello my name is bill martin and we have a reservation for party tonight,yes what can i do for you
yes what can i do for you,i need to cancel that we have had a last minute change of plans
i need to cancel that we have had a last minute change of plans,i see would you like me to reschedule you for another night
certainly,thank you very much
good bye,can i use your laptop for a while
can i use your laptop for a while,sure go ahead
sure go ahead,oh is not your computer wi fi capable
oh is not your computer wi fi capable,yes it is you want go online there are no wi fi hotspots around
yes it is you want go online there are no wi fi hotspots around,oh my no internet access is killing me
now i see you must be suffering from discomgoogolation,what does that mean there s nothing wrong with me
i have tried but americans like butter bread sugar and cream too much,i suppose you re right lee maybe that s why so many westerners are overweight
so romantic young people must have lot of fun,yeah that is the holiday is hot is not it
yeah that is the holiday is hot is not it,what will happen to the children if you break up
what will happen to the children if you break up,that is a relief for me and a misery for the children
that is a relief for me and a misery for the children,why do not you make up with john
why do not you make up with john,it s too late
it s too late,have you ever been to japan i am going in the fall
have you ever been to japan i am going in the fall,yeah i have been there twice
yeah i have been there twice,really tell me about it what is it like
really tell me about it what is it like,oh it s fantastic
oh it s fantastic,where did you go
what did you think of tokyo,very big and exciting but very crowded too
very big and exciting but very crowded too,yeah i have seen pictures of the crowds
yeah i have seen pictures of the crowds,and the restaurant are excellent but they are kind of expensive
and the restaurant are excellent but they are kind of expensive,and how about kyoto
sounds perfect i can not wait,where do you live now
where do you live now,i live in haitian district where there are lot of universities
i live in haitian district where there are lot of universities,which street do you live on
which street do you live on,i live at no xingu street
i live at no xingu street,who did the stupid thing
who did the stupid thing,maybe it was dick
then it must be a naughty boy who did it,can i help you
can i help you,yes i would like to borrow these books
yes i would like to borrow these books,just a second i will see if i can find them for you
just a second i will see if i can find them for you,thanks
thanks,here you are you must return them within a month
here you are you must return them within a month,what happens if i am not finished with them in a month
what happens if i am not finished with them in a month,you can come in and renew them unless someone else has reserved them
you can come in and renew them unless someone else has reserved them,ok thank you very much for your trouble
ok thank you very much for your trouble,no trouble at all so long
no trouble at all so long,hi sam would you like to come for a curry with us next friday
hi sam would you like to come for a curry with us next friday,sure i love curry who else is coming
sure i love curry who else is coming,jane susan pete and two colleagues of mine from work
susan suggested the one on main street she says it is very good,which one is that
okay then i think we will all meet outside,what time
what time,at o clock i will make the reservation
at o clock i will make the reservation,that is good see you on friday
that is good see you on friday,did you have a part time job when you were still in school
did you have a part time job when you were still in school,no i was way too busy studying all the time how about you
no i was way too busy studying all the time how about you,yeah i worked about twenty hours a week in a pizza restaurant
yeah i worked about twenty hours a week in a pizza restaurant,what was that like
what was that like,it was always very busy there
it was always very busy there,what did you do
what did you do,i stood behind the register and took pizza orders
i stood behind the register and took pizza orders,did you get any perks on the job
did you get any perks on the job,yeah i got to eat as much pizza as i could for free
yeah i got to eat as much pizza as i could for free,did you like the play
did you like the play,not really it s a dull one and the production is not satisfactory either
not really it s a dull one and the production is not satisfactory either,you are absolutely right the acting could be better
you are absolutely right the acting could be better,to be fair though both the costumes and scenery are marvelous
to be fair though both the costumes and scenery are marvelous,i need some books on hardware
i need some books on hardware,there s many books here what about these
there s many books here what about these,great they are the very books i want may i borrow two books
great they are the very books i want may i borrow two books,sure but you can only keep them for a week
sure but you can only keep them for a week,i see thank you
i see thank you,i don t know why i married him
i don t know why i married him,what is the matter
what is the matter,he never see eye to eye with me
he never see eye to eye with me,that is to say love is blind
that is to say love is blind,why is the long face
that sucks,i am just pissed that management can not see behind his smooth talking lies
i am just pissed that management can not see behind his smooth talking lies,look on the bright side at least you have a job
exactly instead we should have some drinks tonight,how about a cold bottle of beer
how about a cold bottle of beer,now you are talking
now you are talking,you are so witty
you are so witty,so why is the face tilted to the right
so why is the face tilted to the right,this watch is supposed to be worn on your left hand
this watch is supposed to be worn on your left hand,so it s not as convenient for left handed people
i am left handed you bought that watch so that i will not borrow it,bingo
bingo,is there any ticket left for tonight s concert
is there any ticket left for tonight s concert,i am sorry sir all the tickets have been sold out
i am sorry sir all the tickets have been sold out,what a shame will there be the same performance tomorrow evening
what a shame will there be the same performance tomorrow evening,sorry sir the only tickets of the same performance available are on st
sorry sir the only tickets of the same performance available are on st,that is fine i want tickets
that is fine i want tickets,does tom drink a lot
do you offer a course in business management,yes we do
yes we do,how many nights a week is it
how many nights a week is it,it s nights a week monday tuesday and thursday
it s nights a week monday tuesday and thursday,and how long does the course last
and how long does the course last,it lasts for months
it lasts for months,when does it start
when does it start,the next beginning class starts on october th
the next beginning class starts on october th,what time is the class
what time is the class,from to o clock
from to o clock,how much does it cost
how much does it cost,it costs dollars a month
it costs dollars a month,yes that is all right i want to enroll in the course
yes that is all right i want to enroll in the course,thank you please fill out this form for us
thank you please fill out this form for us,do you want me to fill it out now
do you want me to fill it out now,yes please we need a record of you education and your work experiences
yes please we need a record of you education and your work experiences,how many passengers are there aboard the ship
how many passengers are there aboard the ship,seventy six i think
seventy six i think,what s your schedule like this year
what s your schedule like this year,pretty busy i have to pick up a lot of credits this year
pretty busy i have to pick up a lot of credits this year,what s your major
what s your major,i m majoring in french literature
that s right we got the assignment last week,when is it due
when is it due,next monday
next monday,remind me never to sign up for that course
remind me never to sign up for that course,okay next question if eric asked you out on a date what would you say
if you buy me a ticket i will go with you for sure,my dad will freak out if i even mention a trip like that
if i told her that she would faint and have me committed,something wrong
something wrong,yes my car is having problems
yes my car is having problems,what is wrong
what is wrong,it will not start
it will not start,do you want me to take a look
do you want me to take a look,no thank you i think i can handle it
no thank you i think i can handle it,well if you change your mind let me know
well if you change your mind let me know,i will thanks that is sweet of you
i will thanks that is sweet of you,no problem
no problem,i might need some tools though do you know where i can get some
thanks that would be very helpful,anything for you seriously i don t mind helping
anything for you seriously i don t mind helping,ok if you really insist i could always use the company
ok if you really insist i could always use the company,i have been standing here since half past seven where on earth have you been
i have been standing here since half past seven where on earth have you been,i am terribly sorry i am late i just could not help it
i am terribly sorry i am late i just could not help it,it s really very easy saying you are sorry
it s really very easy saying you are sorry,look just give me a chance i can explain it
look just give me a chance i can explain it,dalian is a beautiful city do you agree
dalian is a beautiful city do you agree,i suppose i do
i suppose i do,the climate here is pleasant
the climate here is pleasant,they use said it
they use said it,this city is really comfortable to living
this city is really comfortable to living,it sure is
it sure is,no other city can match it it s heaven
no other city can match it it s heaven,well if you live in other as long enough you love them just as much
well if you live in other as long enough you love them just as much,maybe
maybe,that is for sure
that is for sure,do you know that mary an ben have already separated
do you know that mary an ben have already separated,yeah i know
they see their independence as a kind of character strength,sometimes they are too independent
sometimes they are too independent,how are you making out
i hope so thank you again for your delightful gift,do not mention it
do not mention it,happy birthday mary
happy birthday mary,thank you
thank you,here is a gift for you i hope you like it
here is a gift for you i hope you like it,what a lovely dog how did you know i love this
maybe you do not believe it but it was made by my grandmother,really it looks so nice
really it looks so nice,thank you please have a cup of tea
thank you please have a cup of tea,all right
all right,how about some fish
ok let me make a wish do you want a big piece of cake,no just a small one next let s sing happy birthday to mary
no just a small one next let s sing happy birthday to mary,it is very kind of you i am so moved by you
it is very kind of you i am so moved by you,how did you meet your girlfriend
how did you meet your girlfriend,i met amanda through a friend
we started dating right away,is there anything available for tonight
is there anything available for tonight,there are some seats in the rear mezzanine
there are some seats in the rear mezzanine,is not there anything else available
is not there anything else available,no the show is almost sold out
no the show is almost sold out,i have not seen your father in like years how is he doing
i have not seen your father in like years how is he doing,he is not doing too well
he is not doing too well,why what is wrong
why what is wrong,about a year ago he started feeling weak all the time
about a year ago he started feeling weak all the time,is it due to old age or is he sick
that makes sense it s important to take care of your health early in life,that is what my father tells me almost everyday
that is what my father tells me almost everyday,well i hope he starts feeling better say hi to him for me
well i hope he starts feeling better say hi to him for me,thanks i will let him know
thanks i will let him know,wedding rings
wedding rings,oh no
oh no,are not they cool i like the settings
are not they cool i like the settings,jen is there someone you are not telling me about
jen is there someone you are not telling me about,no i just like looking at wedding rings ok
no i just like looking at wedding rings ok,women are such dreamers
women are such dreamers,these are specially designed for the year
these are specially designed for the year,hurry up get in
hurry up get in,i m in let s go
i m going as fast as i can,yes we made it just before the library closes
yes we made it just before the library closes,you re such a geek
you re such a geek,i have heard so much about japan is it a beautiful country
nonsense there s no indication that he is in love with me,keep your fingers crossed he may pop the question one of these days
keep your fingers crossed he may pop the question one of these days,hi why do you look so depressed today mike
yeah it s so nice of you to comfort me,maybe we would better go now
maybe we would better go now,it s still early
it s still early,gosh it s already stay here if you like
gosh it s already stay here if you like,since we are late let s go to see a film
since we are late let s go to see a film,ok hurry up
ok hurry up,my uncle passed away last night
my uncle passed away last night,my condolences
my condolences,diana in your opinion which is more important iq or eq
diana in your opinion which is more important iq or eq,why are you asking me the strange question jerry
well i think iq matters more but it will not work without eq,why you seem pretty sure about it
why you seem pretty sure about it,because an intellectual mind can only be a beneficial thing in life
i got it,come on it s time to go
come on it s time to go,wait a minute just hold your horses what is your hurry anyway
wait a minute just hold your horses what is your hurry anyway,well i have got to stop and get gas in the car first
well i have got to stop and get gas in the car first,that will not take long
that will not take long,well it will not if there no line at the pump
well it will not if there no line at the pump,well i am not quite ready
well i am not quite ready,i will give you five more minutes then i am going on without you
i will give you five more minutes then i am going on without you,you would not do a thing like that
you would not do a thing like that,oh yes i would
oh yes i would,how s business
how s business,so so
my friends fat what about those whales you call friends,you re unbearable you can walk home i m leaving
you re unbearable you can walk home i m leaving,which language do you speak
yes i do i m learning chinese now on the internet,how do you find studying a language on the internet
sorry i thought you knew,but you should tell me you were in love with her
but you should tell me you were in love with her,did not i
you know you did not,well i am telling you now
well i am telling you now,yes but you might have told me before
yes but you might have told me before,i did not think you would be interested
sorry i did not think it mattered,oh you men you are all the same
oh you men you are all the same,so did you go out with richard
so did you go out with richard,yeah we went to a movie last saturday we saw police partners ii
yeah we went to a movie last saturday we saw police partners ii,did you like it
did you like it,richard did but i did not of course i told him i liked it
richard did but i did not of course i told him i liked it,yeah so did you do anything else
yeah so did you do anything else,well we went to a dance club
well we went to a dance club,did you have fun there
it could be pretty tough studying abroad being so far away from home,it s hard to get tickets for the movie
it s hard to get tickets for the movie,did you get any
did you get any,yeah two at the tenth rows
yeah two at the tenth rows,how much is the ticket
how much is the ticket,dollars each
dollars each,what a great weekend that was
what a great weekend that was,my feeling s exactly
my feeling s exactly,i really enjoy the beach in the summer
i would like to come back next weekend,i think andy s party will be fun
i think andy s party will be fun,yeah i think so oh by the way i need to ask you something
